uri,artist,name,popularity,release_date,added_at,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:2eyZrLr9GIEKQsq83zpt2K,Empire of the Sun,Chrysalis,49,2019-02-01,2019-05-11 14:30:28+00:00,0.745,0.824,0,-4.607,1,0.0368,0.287,0.00103,0.0877,0.596,102.024,250806,4
spotify:track:4DP7DimT3KRKbsvjfIrcoX,Big Wild,Maker,53,2019-02-01,2019-05-12 18:20:32+00:00,0.638,0.75,4,-6.831,1,0.0295,0.117,0.501,0.0904,0.161,104.988,251429,4
spotify:track:2fzQG02FR0sKBUeZ2Q4VSk,CRi,Friends in Secret,44,2018-06-15,2019-06-11 20:23:30+00:00,0.764,0.618,5,-7.885,1,0.0568,0.00256,0.893,0.135,0.401,116.002,368360,4
spotify:track:4PEbNdnFtpko90iC0W9I2u,Rasmus Faber,Be Real,57,2018-06-15,2019-07-23 18:17:00+00:00,0.786,0.581,2,-9.401,1,0.0773,0.653,0.00144,0.0693,0.687,99.995,226223,4
spotify:track:3O8X1DE9btbzy4UH9cSX9a,Tame Impala,Borderline,76,2019-04-12,2019-08-19 18:10:04+00:00,0.598,0.71,0,-6.839,0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976,274294,4
spotify:track:1ZqeykOaDmjkldzs7XGR4b,Disclosure,Where Angels Fear To Tread,64,2018-08-20,2019-08-19 18:10:14+00:00,0.679,0.735,2,-6.218,0,0.136,0.23,0.602,0.148,0.603,107.998,225907,4
spotify:track:6qX4gWRXTRPIrEfNuNaYye,Jungle,Beat 54 (All Good Now),61,2018-09-14,2019-08-19 18:16:19+00:00,0.646,0.695,2,-6.34,1,0.0547,0.517,0.00687,0.154,0.513,105.986,246815,4
spotify:track:1zbLpabwKzj404PWNEKtjL,Toro y Moi,Freelance,56,2019-01-18,2019-08-25 15:36:14+00:00,0.975,0.475,9,-7.067,0,0.123,0.014,0.0111,0.165,0.867,115.009,225893,4
spotify:track:0GL1ye91pT3nJIQzXwncG2,NEIL FRANCES,Music Sounds Better With You,59,2017-07-21,2019-08-25 15:36:27+00:00,0.934,0.524,8,-8.256,0,0.0654,0.271,0.245,0.0672,0.785,118.011,198305,4
spotify:track:5VsZd4qGOSTRdsNC0XRU1F,Duskus,Where To Go,56,2018-12-07,2019-08-27 17:34:35+00:00,0.776,0.473,11,-9.324,1,0.174,0.416,0.572,0.0994,0.31,130.031,251077,4
spotify:track:0Jc8qF1mUPo1A96HE9QxZz,*NSYNC,Pop,55,2001-07-24,2019-04-16 17:26:24+00:00,0.706,0.861,11,-6.684,1,0.154,0.0341,0.0,0.127,0.923,119.946,238427,4
spotify:track:02FJNRUlB28e1F0R9uP2s1,The Beatles,"Ob-La-Di, Ob-La-Da - 2018 Mix",55,2018-11-09,2019-04-16 17:26:55+00:00,0.803,0.776,10,-7.561,1,0.0333,0.149,0.00471,0.222,0.969,113.193,188813,4
spotify:track:1eV2FGbbyxCJ6xaLqBRiFW,*NSYNC,Just Got Paid,44,2000-03-21,2019-04-16 17:27:29+00:00,0.809,0.773,11,-3.638,0,0.0437,0.0145,1.21e-06,0.0876,0.695,114.842,248573,4
spotify:track:1gkiczpn9jN7N653RU9czD,Ezra Jordan,Only Got Eyes for Her,34,2017-07-07,2019-04-16 17:31:03+00:00,0.675,0.745,8,-4.217,1,0.0448,0.0513,7.71e-06,0.0565,0.697,101.063,185495,4
spotify:track:2O5hSqtS7engU6rI0oHwky,Shareef Keyes & the Groove,Potato Salad,5,2015-07-02,2019-04-16 17:32:20+00:00,0.488,0.656,9,-5.161,0,0.0899,0.0668,1.29e-06,0.141,0.355,105.129,304849,4
spotify:track:2FXxVkiiOonsSequbywMe3,Forrest.,Sunday,46,2018-06-15,2019-04-16 17:50:33+00:00,0.768,0.691,2,-5.341,1,0.459,0.114,1.83e-05,0.26,0.758,83.942,154286,4
spotify:track:34ZoZv6eYkmah6frJmsvb6,Ariana and the Rose,Love You Lately - Roosevelt Remix,41,2018-05-04,2019-04-16 17:50:37+00:00,0.672,0.625,4,-9.534,1,0.0291,0.212,0.00806,0.139,0.785,123.028,283179,4
spotify:track:25H6P7a94WUr5102lC6TNI,Queen,I Want To Break Free,58,2018-10-19,2019-04-16 17:50:42+00:00,0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,223080,4
spotify:track:39NDBdU5Xkm5pCFGa5kZtI,Mac Miller,Ladders,76,2018-08-03,2019-04-16 17:51:39+00:00,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4
spotify:track:2dgrYdgguVZKeCsrVb9XEs,Mac Miller,What's the Use?,73,2018-08-03,2019-04-16 17:51:45+00:00,0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974,288640,4
spotify:track:2Jf0PGy9NzR1PTXvRFfaoE,"Crosby, Stills & Nash",Suite: Judy Blue Eyes,43,2005-03-14,2019-04-16 17:55:00+00:00,0.457,0.399,9,-11.558,1,0.0424,0.49,0.0,0.182,0.323,154.208,444053,4
spotify:track:6iEFcZI1KxxPaAGlnOVn3y,Cheryl Lynn,Got to Be Real,6,1978-01-28,2019-04-16 17:55:27+00:00,0.837,0.455,5,-15.326,1,0.0354,0.0296,0.589,0.0398,0.922,114.762,307293,4
spotify:track:6gDJbgtCENoIouUjInc0I3,Teyana Taylor,Never Would Have Made It,50,2018-06-23,2019-04-16 17:55:32+00:00,0.63,0.456,4,-9.568,1,0.131,0.473,2.61e-06,0.216,0.362,107.809,159924,4
spotify:track:4o3HitPDkPvFKVpSCXtHzi,Ben Lee,Catch My Disease,8,2005-02-22,2019-04-16 17:57:04+00:00,0.756,0.73,11,-5.292,1,0.032,0.0224,1.24e-05,0.139,0.917,115.977,254107,4
spotify:track:3xEqegrcyQtfhWeEMnDyCG,RAC,Hollywood,49,2014-01-01,2019-04-16 17:58:16+00:00,0.945,0.546,8,-6.109,1,0.0519,0.119,0.000519,0.121,0.962,120.004,197467,4
spotify:track:12znYeg4JxOYgNY7ce3ufL,Davie,Roll With Me,41,2017-08-28,2019-04-16 18:34:06+00:00,0.73,0.276,1,-8.328,1,0.0289,0.763,0.0,0.0959,0.219,102.999,259307,4
spotify:track:5AmRtvaQgLmZ7CxOxABq4Y,*NSYNC,I Want You Back - Radio Edit,53,2005-10-25,2019-04-16 18:39:10+00:00,0.754,0.946,8,-2.149,0,0.0403,0.0743,0.000391,0.401,0.865,112.042,199787,4
spotify:track:0aYMFyDeGgOIUUMqfGYg00,*NSYNC,Here We Go - Radio Cut,43,1997-05-26,2019-04-16 18:39:22+00:00,0.753,0.876,0,-4.816,1,0.0579,0.0261,0.0,0.306,0.694,112.994,215867,4
spotify:track:5WTxbyWTpoqhdxEN2szOnl,Backstreet Boys,Everybody (Backstreet's Back) - Extended Version,56,1996-01-28,2019-04-16 18:40:24+00:00,0.792,0.811,10,-5.198,0,0.0367,0.00602,0.000155,0.224,0.509,108.054,287293,4
spotify:track:6sbXGUn9V9ZaLwLdOfpKRE,Backstreet Boys,Larger Than Life,67,1999-05-18,2019-04-16 18:40:48+00:00,0.661,0.973,0,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827,4
spotify:track:68j7Tt2bxcK3VcF8bWcarz,Blackstreet,No Diggity,38,2008-01-01,2019-04-17 12:59:03+00:00,0.858,0.647,1,-4.869,0,0.238,0.336,0.0,0.118,0.712,88.641,305973,4
spotify:track:13ka1RWXkwYzZ9Am32uGNN,Marvin Gaye,You're All I Need To Get By,38,2006-01-01,2019-04-17 13:04:11+00:00,0.509,0.433,2,-10.567,1,0.0291,0.709,0.0,0.138,0.237,98.024,169267,4
spotify:track:0y0QpmcF1G3F79rjk3fjUx,A Taste Of Honey,Boogie Oogie Oogie - Single Version 2 / Remastered 1999,51,2006-01-01,2019-04-17 13:04:32+00:00,0.835,0.522,2,-10.828,0,0.0916,0.0991,0.00184,0.111,0.91,123.934,338133,4
spotify:track:5pKvHoHL75csBTMxfv4AzK,Bill Withers,Lovely Day,7,2001-01-28,2019-04-17 13:05:02+00:00,0.691,0.598,9,-9.117,1,0.0348,0.243,0.00176,0.128,0.764,97.968,249253,4
spotify:track:69U6e6ucPkxgzgbQ86uQUr,Carl Carlton,"She's a Bad Mama Jama (She's Built, She's Stacked)",2,1998-07-14,2019-04-17 13:06:25+00:00,0.892,0.441,0,-10.521,1,0.0908,0.0959,0.0,0.0365,0.674,114.22,237533,4
spotify:track:6WYBsxmFDMcQavxct2yWt6,Vanity Fare,Hitchin' A Ride,0,2008-06-11,2019-04-17 13:07:05+00:00,0.736,0.732,0,-9.119,1,0.0279,0.155,0.0,0.15,0.975,130.746,170434,4
spotify:track:37giHQffMdB94OqVy4ZBd8,Five,When the Lights Go Out - Radio Edit,52,1998-06-09,2019-04-17 14:56:10+00:00,0.854,0.827,5,-6.424,1,0.0335,0.0636,0.0,0.123,0.961,104.001,249600,4
spotify:track:5bewkBDtMY5rrXCYBFspfF,Mura Masa,NOTHING ELSE! (feat. Jamie Lidell),44,2017-07-14,2019-04-17 18:33:28+00:00,0.799,0.536,2,-7.313,1,0.225,0.0955,2.41e-06,0.0843,0.53,111.986,206560,4
spotify:track:2O0Uv2zi4beCTnJRCy9u8m,Benny Sings,Dreamin’,41,2019-02-22,2019-04-29 17:23:00+00:00,0.856,0.462,2,-9.694,1,0.0333,0.522,0.164,0.0933,0.921,107.0,195693,4
spotify:track:7oGwQOTkMB9Sk3DIKJLd5F,Breakbot,Baby I'm Yours - feat. Irfrane,61,2012-12-11,2019-04-29 17:25:54+00:00,0.831,0.794,2,-3.701,0,0.0752,0.705,3.4e-05,0.0978,0.735,118.075,215787,4
spotify:track:2suWtAleAAebiDASnkg6cu,Justin Jay,What Do You Want - Radio Edit,10,2016-04-29,2019-04-30 11:25:20+00:00,0.804,0.413,11,-11.338,0,0.0353,0.11,0.609,0.235,0.169,124.011,312207,4
spotify:track:5i9ZFEzxQjdT3sAy1lSCao,Aaron Taylor,Spaceship,39,2018-08-24,2019-04-30 20:53:01+00:00,0.838,0.535,0,-6.82,1,0.287,0.267,2.06e-05,0.0565,0.78,105.083,186181,4
spotify:track:4vojpVoYaj4myAkIcfNKIN,Justin Bieber,U Smile,5,2010-01-01,2019-05-14 13:01:52+00:00,0.705,0.605,1,-5.252,1,0.03,0.519,1.56e-06,0.117,0.419,112.506,196907,3
spotify:track:0Uhnzk5zI46IRlQ04LNOtc,Cam’ron,Hey Ma,59,2002-01-01,2019-05-16 15:51:19+00:00,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,232533,4
spotify:track:1DSJNBNhGZCigg9ll5VeZv,Britney Spears,(You Drive Me) Crazy,60,1999-01-12,2019-05-16 19:34:04+00:00,0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,198067,4
spotify:track:2vLaES21zwbX1Rnmj56Bbb,The Spinners,I'll Be Around,63,1973-01-28,2019-06-10 21:05:39+00:00,0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,188800,4
spotify:track:4c9FIjxXYYEyD9iH02fvbu,The Glitch Mob,Animus Vox,53,2010-06-08,2019-02-28 18:55:38+00:00,0.68,0.533,10,-10.572,0,0.0391,0.161,0.753,0.319,0.412,99.946,404080,4
spotify:track:7rSERmjAT38lC5QhJ8hnQc,Dropkick Murphys,I'm Shipping Up To Boston,70,2005-07-19,2019-02-28 18:55:55+00:00,0.452,0.928,2,-3.133,1,0.079,0.000706,0.000637,0.226,0.6,129.188,153600,4
spotify:track:0XIvZ82aDF7JiSi3ZE320u,Scorpions,Rock You Like A Hurricane,14,1984-05-04,2019-02-28 18:55:58+00:00,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,252493,4
spotify:track:3KYiA4vq6RPO1dE2XROXd8,Bon Jovi,You Give Love A Bad Name,17,1986-01-01,2019-02-28 18:56:04+00:00,0.537,0.959,0,-3.002,0,0.0557,0.0704,1.8e-06,0.382,0.828,122.806,222707,4
spotify:track:57bgtoPSgt236HzfBOd8kj,AC/DC,Thunderstruck,81,1990-09-24,2019-02-28 18:56:08+00:00,0.501,0.889,4,-5.175,1,0.0364,0.000147,0.0114,0.217,0.257,133.519,292880,4
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,Survivor,Eye of the Tiger,72,1982-01-28,2019-02-28 18:56:12+00:00,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773,4
spotify:track:0J6mQxEZnlRt9ymzFntA6z,Bon Jovi,Livin' On A Prayer,24,1986-01-01,2019-02-28 18:56:16+00:00,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,249293,4
spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Journey,Don't Stop Believin',80,1981-01-28,2019-02-28 18:56:21+00:00,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
spotify:track:34x6hEJgGAOQvmlMql5Ige,Kenny Loggins,"Danger Zone - From ""Top Gun"" Original Soundtrack",71,1997-03-25,2019-02-28 18:56:28+00:00,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,215133,4
spotify:track:49eplIHvgCLY8HAgcaWrUb,Pitbull,Fireball (feat. John Ryan),66,2014-07-23,2019-02-28 18:56:35+00:00,0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,235012,4
spotify:track:3XVozq1aeqsJwpXrEZrDJ9,Vanilla Ice,Ice Ice Baby,70,2008-11-04,2019-02-28 18:57:02+00:00,0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,254467,4
spotify:track:0PdM2a6oIjqepoEfcJo0RO,Def Leppard,Pour Some Sugar On Me - Remastered 2017,74,1987-08-03,2019-02-28 18:57:26+00:00,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,267307,4
spotify:track:3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,All Star,79,1999-01-01,2019-02-28 18:57:37+00:00,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373,4
spotify:track:24CXuh2WNpgeSYUOvz14jk,Darude,Sandstorm - Radio Edit,61,2007-04-18,2019-02-28 18:58:02+00:00,0.539,0.98,11,-8.18,0,0.0469,0.169,0.982,0.084,0.522,136.087,225373,4
spotify:track:2KhXm5aWDvtOTs1wR1M2Nm,Beatz King,Pump the Jam,0,2017-02-05,2019-02-28 18:58:15+00:00,0.801,0.988,8,-6.851,1,0.0737,0.000133,0.761,0.0728,0.464,130.001,127389,4
spotify:track:2b9lp5A6CqSzwOrBfAFhof,Ozzy Osbourne,Crazy Train,77,1980-09-20,2019-02-28 21:54:31+00:00,0.453,0.906,9,-4.001,1,0.115,0.361,0.000569,0.26,0.473,137.575,296200,4
spotify:track:3MrRksHupTVEQ7YbA0FsZK,Europe,The Final Countdown,75,1986-01-28,2019-02-28 21:54:36+00:00,0.536,0.844,6,-6.918,0,0.058,0.0628,0.00084,0.0608,0.185,117.652,310333,4
spotify:track:7N3PAbqfTjSEU1edb2tY8j,Van Halen,Jump - 2015 Remaster,77,1984-01-04,2019-03-01 18:05:45+00:00,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,241600,4
spotify:track:4DMKwE2E2iYDKY01C335Uw,Kansas,Carry on Wayward Son,74,1976-01-28,2019-03-01 18:05:50+00:00,0.483,0.786,7,-5.735,1,0.0319,0.00316,8.86e-05,0.446,0.793,126.748,323000,4
spotify:track:7cOKuMZ1zn36nELzNTnee9,Bassnectar,Ping Pong,0,2012-04-10,2019-03-07 01:54:41+00:00,0.542,0.979,1,-2.286,1,0.0772,0.000101,0.732,0.573,0.637,159.931,272000,4
spotify:track:26LrcfQvosoKyUiLV0057Q,Yolanda Be Cool,Dance and Chant,48,2019-01-25,2019-02-12 16:38:27+00:00,0.788,0.864,11,-4.173,0,0.0496,0.000961,0.609,0.103,0.825,123.998,189677,4
spotify:track:1UtUEhb1S5WASvOEwqmChZ,Me & My Toothbrush,Sister,41,2018-01-19,2019-02-12 16:48:42+00:00,0.849,0.823,2,-3.595,1,0.0612,0.122,0.0251,0.0942,0.708,121.011,241116,4
spotify:track:5VEzhcUvc3gQ7tvZY0ajEX,Me & My Toothbrush,"Get Down, JB! - Radio Mix",31,2016-02-15,2019-02-12 18:42:58+00:00,0.88,0.886,11,-2.923,0,0.116,0.0261,0.165,0.109,0.907,119.962,212687,4
spotify:track:7iZNSpGlLbfuyKBFkZZrvT,Lika Morgan,Saturday Night,35,2018-06-15,2019-02-12 20:09:45+00:00,0.779,0.891,8,-4.754,1,0.0903,0.116,0.00541,0.0396,0.783,122.995,186382,4
spotify:track:1BUCwi8Yez0pfIuCImjF5v,Big Pineapple,Another Chance (Don Diablo Edit),49,2018-06-29,2019-02-12 20:11:27+00:00,0.584,0.959,9,-1.785,0,0.0942,0.00272,0.0,0.553,0.0729,125.987,172381,4
spotify:track:5LdJTRQ6ZT3hNqysrb3hFy,Me & My Toothbrush,Monarchy,20,2018-04-27,2019-02-12 20:57:56+00:00,0.718,0.933,10,-4.541,0,0.0638,0.00407,0.855,0.368,0.563,124.018,187984,4
spotify:track:0b6wdul3A5sQNpIOv03OxP,Duke Dumont,Ocean Drive,76,2015-07-31,2019-02-19 18:50:12+00:00,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,206320,4
spotify:track:3c79AfWNOTCGTKWlIRnqry,Platinum Doug,Brown Sugar - Original Mix,40,2015-05-18,2019-02-25 20:53:45+00:00,0.861,0.796,8,-4.13,0,0.0995,0.0139,0.448,0.104,0.835,120.007,304125,4
spotify:track:4K3adSK6GHMqro4wC4WWDF,Toro y Moi,Freelance,44,2018-10-23,2019-03-05 17:59:02+00:00,0.973,0.474,9,-7.115,0,0.121,0.0158,0.0141,0.147,0.865,115.002,225893,4
spotify:track:1DCNGy0ntxRGGbOjmSxr3D,Charles J,Charles J,52,2016-11-24,2019-03-05 18:00:05+00:00,0.863,0.899,2,-5.571,1,0.09,0.00248,0.0243,0.0359,0.581,121.991,253770,4
spotify:track:4dG2SXv1mX2aie4AK3eUhE,MarT,Upside Down,39,2016-08-01,2019-03-05 18:10:42+00:00,0.789,0.898,0,-4.962,1,0.05,0.0121,0.675,0.11,0.816,120.005,250125,4
spotify:track:6f9RKz4Axouqv1ZTqaEJ1Z,Antonio Giacca,Down Like the River - Radio Mix,30,2016-07-18,2019-03-05 18:19:22+00:00,0.964,0.916,9,-2.291,1,0.0663,0.0234,0.00851,0.19,0.816,122.964,199573,4
spotify:track:3orXhmbVn44hjbnLxGUMpG,Jesper Ryom,Superluminal,45,2015-08-07,2019-03-10 19:33:54+00:00,0.752,0.689,5,-8.947,0,0.0555,0.0114,0.845,0.112,0.707,124.003,436477,4
spotify:track:4WPHou32vGQZdWOYlGeaGC,Lupe Fiasco,It's Not Design (feat. Salim),36,2017-02-10,2019-03-20 18:02:11+00:00,0.78,0.852,4,-4.354,1,0.142,0.00551,0.0,0.33,0.857,121.996,230429,4
spotify:track:2DYzfzuxoA6cP2jQKMlCae,I Never Dance,I Never Dance,0,2010-09-17,2019-04-03 12:18:40+00:00,0.764,0.878,5,-6.01,0,0.0616,0.000177,0.906,0.135,0.745,128.007,286453,4
spotify:track:1DriOnyA5tFc2bUdM6nglI,Franc Moody,Dance Moves,56,2018-03-27,2019-05-23 14:10:47+00:00,0.824,0.75,10,-7.646,0,0.0477,0.177,0.0356,0.0705,0.705,116.005,201376,4
spotify:track:7Lmi93wVrvHtIahPgrhVaA,Tuxedo,The Tuxedo Way,29,2019-05-14,2019-05-23 14:14:01+00:00,0.913,0.682,6,-2.995,0,0.0579,0.221,0.00363,0.059,0.898,117.98,192747,4
spotify:track:3T5NAPOJXfbRDhKyeJns5C,Corinne,Pourquoi Pourquoi - Lazare Hoche Remix,27,2017-07-07,2019-07-08 20:35:02+00:00,0.678,0.573,7,-8.411,1,0.0402,0.0197,0.000114,0.131,0.701,121.034,222120,4
spotify:track:2KlnmRIHandZIyEuZF8cZs,deadmau5,Sofi Needs a Ladder,34,2010-12-06,2018-11-27 19:29:46+00:00,0.778,0.709,5,-7.752,1,0.0532,0.00424,0.00273,0.748,0.337,128.01,401622,3
spotify:track:05OUNj7yQ6TBTQ4YZib8zv,deadmau5,Drama Free,49,2018-11-16,2018-12-14 14:39:20+00:00,0.636,0.546,11,-4.999,1,0.0435,0.0221,0.0054,0.134,0.148,92.022,191038,4
spotify:track:4A0UL1tgs9VLERB9bRyZ7F,Wiley,Step 2001,28,2015-08-31,2018-12-14 16:53:35+00:00,0.801,0.872,10,-6.73,1,0.334,0.151,0.0,0.251,0.912,140.018,205714,4
spotify:track:3iCDA5aYJnLo3Ox60VVykm,Pusher,Mayweather,13,2017-02-10,2019-02-27 21:07:41+00:00,0.737,0.893,7,-4.555,1,0.329,0.0122,0.0,0.0523,0.836,139.856,193867,4
spotify:track:3tTDOodJcr6vKF2DASlwMZ,Skepta,That's Not Me,61,2016-05-06,2019-02-28 21:21:24+00:00,0.827,0.854,0,-3.43,1,0.238,0.334,0.0,0.073,0.869,139.089,185968,4
spotify:track:1VArOPAgOq9uxNpPsiakiS,Zion I,Human - Bassnectar Remixxx,0,2012-10-16,2019-03-01 15:44:03+00:00,0.747,0.777,7,-4.129,1,0.0695,0.00181,0.392,0.0932,0.0952,86.003,182791,4
spotify:track:31b4LbA4iVZ9z3bnTPUFio,Stylust,Maybe I'm Dreamin' (feat. Emotionz),17,2013-09-13,2019-03-01 23:43:29+00:00,0.674,0.771,9,-5.335,1,0.189,0.00904,3.55e-06,0.0278,0.453,89.991,173333,4
spotify:track:4IJUO9cdEvsHVDk52UZVHr,The Glitch Mob,We Swarm,41,2010-06-08,2019-03-03 18:09:40+00:00,0.667,0.783,7,-8.046,1,0.0551,0.00584,0.789,0.345,0.395,115.004,354320,4
spotify:track:51gbF0SxTmxgAguiWWUXPu,Lupe Fiasco,Jump (feat. Gizzle),55,2017-02-10,2019-03-20 18:10:18+00:00,0.79,0.762,6,-5.704,0,0.243,0.0418,0.0,0.087,0.96,75.549,274910,4
spotify:track:4uQ7wYsuL0DryknoDc11Hk,Vince Staples,Norf Norf,70,2015-06-30,2019-03-20 18:18:47+00:00,0.925,0.548,7,-6.572,1,0.0658,0.394,0.000128,0.11,0.0922,100.015,183160,4
spotify:track:6J47gF1WLomNzKsY66qden,Slick Don,Highs and Lows,9,2017-03-24,2019-03-20 18:20:24+00:00,0.503,0.802,11,-6.061,0,0.355,0.217,0.0,0.114,0.539,139.796,185165,4
spotify:track:6JyuJFedEvPmdWQW0PkbGJ,Skrillex,Purple Lamborghini (with Rick Ross),72,2016-07-22,2019-03-22 14:35:28+00:00,0.457,0.899,10,-2.591,0,0.132,0.0019,0.0,0.831,0.298,147.268,215510,4
spotify:track:0N3W5peJUQtI4eyR6GJT5O,Kendrick Lamar,King Kunta,73,2015-03-16,2019-03-22 14:42:30+00:00,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,234693,4
spotify:track:4Sz29Rjq1t2jTCJscqrE8i,Bassnectar,Dive (feat. RD),50,2019-04-05,2019-04-05 16:47:09+00:00,0.594,0.981,0,-3.142,1,0.0734,0.00552,0.00101,0.0831,0.316,140.011,245143,4
spotify:track:2gZUPNdnz5Y45eiGxpHGSc,Kanye West,POWER,78,2010-01-01,2019-07-02 13:59:56+00:00,0.543,0.915,0,-4.746,0,0.113,0.0162,0.0,0.744,0.577,153.998,292093,4
spotify:track:1D066zixBwqFYqBhKgdPzp,Fergie,Fergalicious,70,2006-01-01,2017-05-13 20:29:45+00:00,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,292373,4
spotify:track:19JdbdEwQI7bCxefMokZO8,The Black Eyed Peas,My Humps,64,2005-01-01,2017-05-13 20:31:22+00:00,0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95,326960,4
spotify:track:4KTtYhxFtFL7mBwnjkKfLm,Fergie,Glamorous,66,2006-01-01,2017-05-13 20:32:36+00:00,0.81,0.755,0,-6.408,1,0.201,0.288,0.0,0.0857,0.623,130.99,246573,4
spotify:track:7jRoWfRlLnGYEIEn4t4kbq,Fergie,London Bridge,61,2006-01-01,2017-05-13 20:32:51+00:00,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951,241307,4
spotify:track:50xeLNGKmskmYUSINhqvfa,Fergie,Clumsy,58,2006-01-01,2017-05-13 20:32:59+00:00,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,240427,4
spotify:track:4vp2J1l5RD4gMZwGFLfRAu,The Black Eyed Peas,I Gotta Feeling,69,2009-01-01,2017-05-13 20:36:04+00:00,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4
spotify:track:6I9VzXrHxO9rA9A5euc8Ak,Britney Spears,Toxic,78,2003-11-13,2017-05-13 20:36:40+00:00,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4
spotify:track:6naxalmIoLFWR0siv8dnQQ,Britney Spears,Oops!...I Did It Again,76,2000-05-16,2017-05-13 20:36:49+00:00,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4
spotify:track:4fixebDZAVToLbUCuEloa2,Britney Spears,Womanizer,74,2009-01-06,2017-05-13 20:37:01+00:00,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4
spotify:track:2TTYIwTM2iLC1YOyHuhRMt,Britney Spears,Lucky,64,2000-05-16,2017-05-13 20:37:21+00:00,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,206227,4
spotify:track:3CNqo3gYrfexdrtjFmC9he,The Black Eyed Peas,Where Is The Love?,66,2003-01-28,2017-05-13 20:40:05+00:00,0.834,0.696,5,-3.224,1,0.197,0.11,0.0,0.13,0.804,94.09,272533,4
spotify:track:6onLnWywmbSnXDFPVY1mM6,Christina Aguilera,Genie in a Bottle,11,1999-07-15,2017-05-13 20:41:32+00:00,0.633,0.792,1,-6.968,1,0.149,0.185,0.000185,0.152,0.918,175.795,217133,4
spotify:track:3TCauNPqFiniaYHBvEVoHG,Christina Aguilera,Beautiful,71,2002-07-19,2017-05-13 20:41:59+00:00,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,238560,4
spotify:track:1gZ7i4qxXkHZb1r6eioaAP,The Pussycat Dolls,Don't Cha,66,2005-01-01,2017-05-13 20:42:23+00:00,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080,4
spotify:track:3BxWKCI06eQ5Od8TY2JBeA,The Pussycat Dolls,Buttons,63,2005-01-01,2017-05-13 20:42:31+00:00,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,225560,4
spotify:track:7Kpqjspw4Y7HrvItIRcBiW,A.R. Rahman,Jai Ho! (You Are My Destiny),63,2009-01-01,2017-05-13 20:42:48+00:00,0.657,0.941,8,-3.919,0,0.061,0.0476,0.0,0.0797,0.879,136.202,222400,4
spotify:track:0dQQWHlXvuw4UyHcAvhfhB,The Pussycat Dolls,When I Grow Up,4,2008-01-01,2017-05-13 20:42:54+00:00,0.675,0.693,11,-5.682,0,0.0514,0.00164,0.0,0.38,0.353,118.423,245680,4
