uri,artist,name,popularity,release_date,added_at,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:6RcQOut9fWL6FSqeIr5M1r,Gwen Stefani,Hollaback Girl,47,2004-10-27,2017-05-13 20:43:26+00:00,0.918,0.918,10,-2.218,0,0.0954,0.344,5.35e-06,0.0243,0.882,110.024,199907,4
spotify:track:66ZcOcouenzZEnzTJvoFmH,Gwen Stefani,The Sweet Escape,66,2006-01-01,2017-05-13 20:43:43+00:00,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4
spotify:track:2TZ1apxMDlubCGMsOxcTbT,Hilary Duff,Come Clean,55,2003-01-01,2017-05-13 20:46:09+00:00,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39e-05,0.299,0.454,118.096,214560,4
spotify:track:71V89tJj9CboDyzncO6ZN2,Paris Hilton,Stars Are Blind,53,2006-08-14,2017-05-13 20:47:01+00:00,0.745,0.695,2,-5.076,1,0.0271,0.00593,0.0,0.0615,0.519,102.014,236600,4
spotify:track:4XRGwyAARL21fesc6BvliF,Paris Hilton,Nothing in This World,48,2006-08-14,2017-05-13 20:47:12+00:00,0.724,0.772,11,-4.015,0,0.0328,0.00824,0.00454,0.0654,0.932,130.007,189933,4
spotify:track:3KnjerEPMolLapVo2wdgz6,Lindsay Lohan,Rumors,50,2004-01-01,2017-05-13 20:47:49+00:00,0.883,0.784,10,-5.646,0,0.0533,0.0171,0.0143,0.333,0.888,115.006,196307,4
spotify:track:4ZOyH6KjomjlqCz3oFqglr,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,65,2002-11-19,2017-05-13 20:52:38+00:00,0.844,0.754,6,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,187840,4
spotify:track:0Oe49j06Bjrxs8PltuVeaW,Jennifer Lopez,On The Floor - Radio Edit,74,2011-01-01,2017-05-13 20:53:54+00:00,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,4
spotify:track:6Avndj1UPQLwR2qqzDwZBc,Kat Deluna,Whine Up - English Version,58,2007-01-28,2017-05-13 20:54:40+00:00,0.817,0.563,9,-6.276,1,0.055,0.0526,1.32e-06,0.154,0.488,125.02,205747,4
spotify:track:1gFMesXcHHtIUhwzxYFOtz,Jessica Simpson,A Public Affair,42,2006-01-28,2017-05-13 21:03:05+00:00,0.735,0.86,11,-3.878,0,0.0339,0.00525,0.000192,0.404,0.835,124.052,201467,4
spotify:track:3ExJ502WjNtnMzuOmCOefa,Jessica Simpson,These Boots Are Made for Walkin',37,2005-07-19,2017-05-13 21:04:15+00:00,0.778,0.789,11,-9.256,1,0.123,0.0112,0.000645,0.273,0.755,91.994,238853,4
spotify:track:0i3XYGG0zbHDjnuxO3Sads,Ashlee Simpson,La La,42,2004-01-01,2017-05-13 21:04:40+00:00,0.534,0.909,11,-3.754,0,0.0793,8.45e-05,0.234,0.0922,0.455,129.979,222400,4
spotify:track:005lwxGU1tms6HGELIcUv9,Katy Perry,I Kissed A Girl,66,2008-06-17,2017-05-13 21:08:04+00:00,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
spotify:track:4Ce37cRWvM1vIGGynKcs22,Hailee Steinfeld,Starving,76,2016-07-22,2017-05-13 21:08:23+00:00,0.729,0.615,4,-4.238,1,0.0647,0.378,0.0,0.105,0.508,99.989,181880,4
spotify:track:36phXHOKx8rO7CMp2vNX4x,Hailee Steinfeld,Love Myself,74,2016-02-26,2017-05-13 21:08:30+00:00,0.617,0.759,0,-6.785,0,0.0677,0.0026,0.0,0.419,0.324,122.925,218773,4
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,Spice Girls,Wannabe,79,1996-01-01,2017-05-13 21:11:26+00:00,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4
spotify:track:5qGwqO0lkbBXw4xNfzT7SF,Spice Girls,Spice Up Your Life,64,1997-01-01,2017-05-13 21:11:35+00:00,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667,4
spotify:track:4ECvB9frSDegHfKNRh9dwT,The Veronicas,4ever,54,2005-10-18,2017-05-13 21:14:10+00:00,0.581,0.857,5,-2.21,0,0.0627,0.00168,0.000166,0.0967,0.565,145.941,208973,4
spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,Avril Lavigne,Complicated,77,2002-06-04,2017-05-13 21:14:45+00:00,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
spotify:track:5HbCnVLXRyZVxnreOPgJCK,Avril Lavigne,Girlfriend,11,2007-04-17,2017-05-13 21:15:00+00:00,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,4
spotify:track:00Mb3DuaIH1kjrwOku9CGU,Avril Lavigne,Sk8er Boi,75,2002-06-04,2017-05-13 21:15:21+00:00,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Shakira,Hips Don't Lie (feat. Wyclef Jean),80,2005-11-28,2017-05-13 21:16:59+00:00,0.778,0.824,10,-5.892,0,0.0712,0.284,0.0,0.405,0.756,100.024,218093,4
spotify:track:21ixeD8mGouF993kgb4MER,S Club 7,S Club Party,55,1999-01-01,2017-05-13 21:20:57+00:00,0.638,0.879,6,-6.534,0,0.0425,0.0697,0.0,0.414,0.778,101.999,210467,4
spotify:track:3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,Since U Been Gone,72,2004-01-17,2017-05-13 21:21:49+00:00,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960,4
spotify:track:3f3omU8n47Mqyab5nCaGyT,Kelly Clarkson,Because of You,72,2004-01-17,2017-05-13 21:21:56+00:00,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,219493,4
spotify:track:6D60klaHqbCl9ySc8VcRss,Kelly Clarkson,Stronger (What Doesn't Kill You),66,2011-10-24,2017-05-13 21:22:04+00:00,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947,4
spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,Lil Mama,Lip Gloss,63,2007-03-06,2017-05-13 21:26:01+00:00,0.619,0.87,2,-4.956,1,0.501,0.41,1.37e-06,0.0571,0.94,188.772,219773,4
spotify:track:6zsk6uF3MxfIeHPlubKBvR,Missy Elliott,Get Ur Freak On,70,2001-05-14,2017-05-13 21:31:16+00:00,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120,4
spotify:track:7uKcScNXuO3MWw6LowBjW1,Ciara,"One, Two Step (feat. Missy Elliott)",74,2004-09-24,2017-05-13 21:31:33+00:00,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,4
spotify:track:3dFwpxh2yH7C7p9BGEKLVB,Ciara,Goodies (feat. Petey Pablo),65,2004-09-24,2017-05-13 21:31:48+00:00,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000,4
spotify:track:49FYlytm3dAAraYgpoJZux,Rihanna,Umbrella,80,2008-06-02,2017-05-13 21:32:29+00:00,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
spotify:track:4TsmezEQVSZNNPv5RJ65Ov,Rihanna,Pon de Replay,73,2005-08-29,2017-05-13 21:33:56+00:00,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4
spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,Miley Cyrus,Party In The U.S.A.,73,2009-01-01,2017-05-13 21:34:39+00:00,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,Miley Cyrus,Wrecking Ball,76,2013-10-04,2017-05-13 21:34:46+00:00,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4
spotify:track:2r6DdaSbkbwoPzuK6NjLPn,Miley Cyrus,Can't Be Tamed,61,2010-01-01,2017-05-13 21:35:02+00:00,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,168213,4
spotify:track:4LmzPJDil70LpiApWfOI6O,Kelis,Milkshake,55,2008-01-28,2017-05-13 21:36:05+00:00,0.887,0.774,1,-6.108,1,0.0434,0.00933,0.0213,0.159,0.826,113.0,182813,4
spotify:track:1XHFob24QklIXtLRopKirJ,Peaches,Fuck the Pain Away,53,2002-10-08,2017-05-13 21:36:20+00:00,0.905,0.945,4,-2.63,1,0.137,0.0354,0.00529,0.0707,0.944,131.597,250693,4
spotify:track:5OMwQFBcte0aWFJFqrr5oj,Kesha,TiK ToK,15,2010-01-28,2018-01-20 02:44:00+00:00,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,199693,4
spotify:track:5MhFTDX3W69AUrMrXWr6dn,Britney Spears,If U Seek Amy - Remastered,33,2014-07-29,2018-01-20 04:16:13+00:00,0.717,0.62,4,-6.306,0,0.0335,0.0186,0.0,0.0553,0.542,129.93,216507,4
spotify:track:7oUMJhQp5Bqu6HqxSZs02v,JoJo,"Too Little, Too Late - Radio Version",3,2006-09-12,2018-05-13 00:36:30+00:00,0.446,0.77,6,-6.121,0,0.0549,0.0183,1.07e-06,0.122,0.717,82.765,221573,4
spotify:track:1brSNeeMybX1eTOrDQDtmm,DJ Antoine,Loved Me Once - Thomas Gold Remix,15,2018-11-23,2019-10-30 18:26:43+00:00,0.627,0.893,5,-5.134,1,0.0866,0.00944,0.00398,0.108,0.433,126.009,183673,4
spotify:track:57QXXEBy5apjgxsyXSb8YE,Galantis,Satisfied (feat. MAX),59,2018-07-13,2018-11-08 14:38:59+00:00,0.75,0.651,1,-4.655,1,0.121,0.00759,0.0,0.521,0.928,120.055,155939,4
spotify:track:7mtHQxn7gie9dFH1bs21hE,Riton,Ginger,58,2018-05-18,2018-11-08 14:59:39+00:00,0.791,0.935,3,-4.118,0,0.074,0.0701,0.00369,0.0511,0.802,121.999,159010,4
spotify:track:5xqv0bBR7aYLb7DXmav57L,Riton,Bad Boy,36,2018-10-26,2018-11-08 15:04:38+00:00,0.712,0.845,6,-5.455,0,0.0507,0.0866,6.92e-05,0.0711,0.882,121.982,184895,4
spotify:track:5N4erncE7kuUccm7zEmwzk,Silk City,Electricity (with Dua Lipa),80,2018-09-06,2018-11-08 15:39:08+00:00,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,4
spotify:track:4iCKHGl4ij4YMwFrUZLGEQ,Alex Newell,Kill The Lights (with Nile Rodgers) - Audien Remix,60,2016-04-15,2018-11-11 23:27:11+00:00,0.647,0.879,7,-0.93,1,0.0831,0.0837,1.98e-06,0.538,0.427,126.042,224762,4
spotify:track:0XbKGn5HyewE94iODzPmLW,Tove Styrke,Sway,6,2018-05-04,2018-11-11 23:27:30+00:00,0.755,0.694,8,-5.361,1,0.0424,0.205,0.000823,0.274,0.531,120.058,210773,4
spotify:track:15DwFznkBJir7AK9PyMyRR,MK,17,69,2017-09-01,2018-11-12 14:11:51+00:00,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,196489,4
spotify:track:15Xt2CmLqrLJ0uBlDEEimX,PNAU,Go Bang,57,2017-11-10,2018-11-13 07:43:29+00:00,0.603,0.882,2,-3.13,1,0.0338,0.0494,0.0132,0.241,0.507,120.996,189493,4
spotify:track:0UAEHlFR79k9CJvknSGUNf,Technotronic,Pump Up The Jam - Edit,67,2011-01-01,2018-11-13 07:42:59+00:00,0.867,0.911,10,-7.375,0,0.115,0.0239,0.0,0.0491,0.675,124.81,215040,4
spotify:track:7hs8hDGgNVaLKypyLK9X4R,Donna Summer,"I Feel Love - 12"" Version",8,1979-01-28,2018-11-13 07:43:04+00:00,0.681,0.81,5,-14.046,1,0.04,0.079,0.64,0.0934,0.961,128.129,495187,4
spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ,David Guetta,Like I Do,71,2018-02-22,2018-11-13 07:59:28+00:00,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,4
spotify:track:0eayB5jay6m21D816D7jF4,Maroon 5,Wait - Chromeo Remix,52,2018-01-19,2018-11-13 07:59:16+00:00,0.678,0.896,10,-2.812,0,0.0391,0.00967,0.0294,0.0964,0.894,122.033,259664,4
spotify:track:2yvDDDQUmJnop6ycSqOAGf,Diplo,Stay Open,41,2018-05-11,2018-11-13 08:01:09+00:00,0.663,0.589,6,-8.091,0,0.191,0.209,0.000599,0.109,0.412,97.949,210612,4
spotify:track:7wo90naUfmLhNzVp1eCc8A,Joe Stone,Is It Really Love,55,2018-02-26,2018-12-04 13:41:33+00:00,0.657,0.956,4,-3.191,0,0.0449,0.0707,3.36e-06,0.412,0.297,124.951,165970,4
spotify:track:6jz9EMWHffNKVlZQVXOLoz,Duke Dumont,Real Life,63,2017-06-02,2018-12-27 02:28:01+00:00,0.543,0.74,7,-5.187,0,0.0557,0.148,0.00358,0.142,0.6,123.916,205773,4
spotify:track:05bUAkDRK3xzvVkZlGU6ee,Duke Dumont,Inhale,60,2018-03-15,2019-01-04 23:43:01+00:00,0.741,0.814,2,-4.393,1,0.0646,0.0281,0.0,0.064,0.476,118.048,190730,4
spotify:track:21w773khV5sfsFJINazxSW,Ryan Dominic;Bryce Fox,Lucy - Ryan Dominic Remix,0,2017-10-13,2019-01-06 03:45:41+00:00,0.41,0.729,5,-6.785,1,0.0496,0.29,0.0,0.0878,0.351,76.898,221299,4
spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss (with Dua Lipa),85,2018-04-06,2019-01-06 03:52:43+00:00,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
spotify:track:4kWO6O1BUXcZmaxitpVUwp,Tiësto,Jackie Chan,79,2018-05-18,2019-01-06 03:52:46+00:00,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,215760,4
spotify:track:458GbjcxSBAIYhjBg01KfD,Gorgon City,Go Deep,45,2018-08-10,2019-01-06 03:52:49+00:00,0.78,0.742,9,-6.379,0,0.0481,0.207,0.000246,0.0831,0.515,124.962,206613,4
spotify:track:33IOhptvC2Qoy2UhjiHXLV,David Guetta,Flames,75,2018-03-22,2019-02-01 21:41:59+00:00,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,4
spotify:track:7m3povhdMDLZwuEKak0l0n,Tiësto,Wasted,61,2014-06-13,2019-02-08 01:03:14+00:00,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,190014,4
spotify:track:2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia,Don't You Worry Child - Radio Edit,77,2012-09-14,2019-02-25 21:28:25+00:00,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4
spotify:track:3sTN90bIP2cJ1783ctHykO,Mura Masa,Love$ick (feat. A$AP Rocky),75,2017-07-14,2019-02-28 14:36:23+00:00,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,4
spotify:track:5N5k9nd479b1xpDZ4usjrg,Calvin Harris,Promises (with Sam Smith),83,2018-08-17,2019-02-28 15:06:14+00:00,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
spotify:track:3cCxoOgfi6hgt8MNteuiiD,Kanye West,Fade,68,2016-06-10,2019-02-28 21:22:42+00:00,0.752,0.765,9,-5.805,0,0.0908,0.118,0.0,0.31,0.309,105.998,193748,4
spotify:track:1BltsyC5W3SAABdxyrDXwi,Disclosure,Latch,19,2013-01-01,2019-03-01 18:06:51+00:00,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632,4
spotify:track:1snNAXmmPXCn0dkF9DaPWw,Disclosure,You & Me - Flume Remix,68,2013-06-11,2019-03-01 18:06:58+00:00,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,4
spotify:track:5TvbwJP6gEq3dKtdYxZRRh,Stromae,Alors On Danse,45,2010-01-28,2019-03-08 20:27:09+00:00,0.744,0.789,1,-5.913,0,0.0661,0.152,6.96e-05,0.269,0.742,119.918,213520,4
spotify:track:6tB4XVKceo2307SSWXaO0y,Hayden James,Just Friends,59,2018-04-27,2019-03-10 19:47:41+00:00,0.639,0.685,9,-4.571,0,0.049,0.105,0.0,0.143,0.363,110.041,238991,4
spotify:track:3Y7a0typ6ik1KscmebXd6D,Sia,No New Friends,23,2019-03-14,2019-03-14 18:13:46+00:00,0.724,0.702,7,-4.622,1,0.0429,0.0648,0.000256,0.121,0.688,106.044,175823,4
spotify:track:5K09638EBQjVMrZYXA89aC,Halsey,Alone (Calvin Harris Remix) (Feat. Stefflon Don),62,2018-04-20,2019-03-18 20:13:22+00:00,0.829,0.819,2,-3.43,0,0.131,0.137,0.00792,0.282,0.35,123.944,199199,4
spotify:track:0tgbSxoFjZ20MjfoKwWevV,David Guetta,Your Love,69,2018-06-14,2019-03-18 20:19:38+00:00,0.571,0.937,2,-2.682,0,0.0336,0.0997,0.496,0.125,0.512,125.027,185620,4
spotify:track:5Nbsv7ERwYRaG9fH8Zssvc,FISHER,Losing It,62,2018-07-13,2019-03-22 14:08:24+00:00,0.76,0.964,2,-5.844,1,0.0576,0.00182,0.7,0.0974,0.641,125.0,248036,4
spotify:track:69gQgkobVW8bWjoCjBYQUd,Duke Dumont,I Got U,59,2014-01-01,2019-04-08 13:56:49+00:00,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,4
spotify:track:3q8zQsSAO8KX4zCuOyte1n,Edward Maya,Stereo Love - Molella RMX Radio Edit,11,2009-01-28,2019-04-08 14:03:12+00:00,0.697,0.77,1,-5.132,0,0.0427,0.199,5e-06,0.106,0.386,127.062,171267,4
spotify:track:29vo9RUjxgZWXWGTpD8f4m,Chris Lake,Turn off the Lights (feat. Alexis Roberts),27,2018-02-23,2019-04-11 15:35:24+00:00,0.824,0.745,11,-5.49,0,0.0755,0.0467,3.29e-05,0.198,0.888,125.013,210547,4
spotify:track:4CcSw8wQAHYf4XNckayPoc,Annie Lennox,Walking on Broken Glass,70,1992-04-02,2019-04-30 17:34:55+00:00,0.75,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296,4
spotify:track:2zzwSQ5xhBsZ5FoYv4IS82,DJ Snake,Recognize (feat. Majid Jordan),50,2019-07-25,2019-07-26 15:50:45+00:00,0.735,0.681,8,-7.655,1,0.0947,0.244,0.000517,0.111,0.431,113.966,214737,4
spotify:track:6ZvLKwgPKlyZtDPkTWjPI7,Oliver Heldens,This Groove,70,2019-01-25,2019-08-29 18:18:42+00:00,0.823,0.909,1,-4.508,1,0.0635,0.00779,0.0407,0.126,0.787,124.025,188175,4
spotify:track:4V7phnA6Q5Z2w3Vj9cZwe4,Gorgon City,Go Slow (with Kaskade),61,2019-05-09,2019-08-29 18:25:49+00:00,0.717,0.757,4,-7.21,0,0.0442,0.0438,1.95e-05,0.422,0.43,124.005,218707,4
spotify:track:1gnwGVoG7V08vMX3hyr90x,Anderson .Paak,Tints (feat. Kendrick Lamar),61,2018-10-04,2018-10-11 12:02:16+00:00,0.805,0.833,1,-6.73,0,0.12,0.0859,0.0,0.0578,0.703,109.076,268400,4
spotify:track:5mYSYjfxGVz2y1TOEQTQdf,GoldLink,Divine (feat. Kali Uchis),32,2014-04-01,2018-10-09 12:38:38+00:00,0.697,0.794,0,-7.307,0,0.366,0.136,7.18e-06,0.329,0.736,127.799,227370,4
spotify:track:2vJIsdYIthbnWgLaLD9yrj,Anderson .Paak,Lite Weight (feat. The Free Nationals United Fellowship Choir),52,2016-01-15,2018-10-09 12:59:24+00:00,0.655,0.855,8,-9.347,0,0.257,0.0114,0.000199,0.476,0.508,120.014,206360,4
spotify:track:7svLpna6i9NbCVBciVCUWG,Smino,Innamission,50,2017-03-14,2018-10-11 18:06:52+00:00,0.741,0.512,0,-8.388,1,0.315,0.82,0.0,0.383,0.399,114.249,135361,4
spotify:track:0eWxDnXDbsR4h1kVk6rZdy,Zacari,Foggy Windows,45,2015-07-23,2018-10-11 18:26:07+00:00,0.836,0.385,10,-8.559,0,0.0883,0.226,0.00761,0.11,0.347,114.046,252632,4
spotify:track:33pDmPx2pkJ7JCAQpRDQ9B,KAYTRANADA,GLOWED UP,64,2016-05-06,2018-10-12 21:33:25+00:00,0.681,0.621,1,-10.024,1,0.34,0.036,0.00555,0.138,0.428,135.538,298027,4
spotify:track:3PfcqdwpjLepyjNwMnj4kG,KYLE,Sunshine (feat. Miguel),54,2017-09-29,2018-10-11 18:42:03+00:00,0.781,0.826,8,-3.088,0,0.0393,0.0219,0.0,0.378,0.78,102.977,209448,4
spotify:track:76gUmNLXGQVOsGhfcshkFP,Drake,Madiba Riddim,63,2017-03-18,2018-10-15 17:10:30+00:00,0.839,0.521,7,-10.45,1,0.166,0.245,0.00545,0.607,0.33,105.992,205163,4
spotify:track:4u7hiFNXUeTG3A4dqQrkcd,Common,Resurrection,56,1994-10-25,2018-10-09 12:53:15+00:00,0.769,0.682,1,-12.584,1,0.354,0.0252,0.000384,0.702,0.433,91.486,227827,4
spotify:track:2Si7shrUKzMBFEDRTb4LlW,Saba,Where Ideas Sing (feat. Daoud),43,2017-09-29,2018-11-07 14:18:39+00:00,0.837,0.623,7,-10.113,1,0.105,0.165,1.01e-06,0.104,0.442,115.047,219130,4
spotify:track:4cyU7rrxR7HzC3SVNaix59,Quinn Lewis,Weekend Luv,40,2018-04-27,2018-10-24 13:03:34+00:00,0.637,0.442,9,-7.983,1,0.0889,0.411,0.0,0.0914,0.7,84.814,187713,4
spotify:track:1x1BKrrpq7CfOZPBeUsx16,Berhana,Grey Luh,65,2016-07-21,2018-10-18 12:54:26+00:00,0.543,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,261103,4
spotify:track:5l5wRXA7asTNjh3V0oNGPs,Roy Woods,Little Bit of Lovin,55,2017-12-01,2018-10-16 13:49:54+00:00,0.784,0.653,1,-6.022,1,0.0365,0.0126,2.48e-06,0.317,0.348,108.064,172875,4
spotify:track:2QnE0PBovkTW5PpCgvgiu8,Ne-Yo,Another Love Song,52,2017-05-30,2018-10-16 13:55:37+00:00,0.681,0.803,11,-3.664,0,0.0531,0.0334,1.38e-06,0.345,0.744,115.06,211023,4
spotify:track:7aSvPfoqiM0zwPqupLGaHd,Charlie Puth,BOY,60,2018-05-11,2018-10-24 21:42:01+00:00,0.725,0.77,1,-6.24,1,0.0539,0.149,2.17e-05,0.0641,0.647,93.009,263413,4
spotify:track:564oa00vY05d1uYnTEAAmE,GoldLink,Herside Story,70,2017-03-24,2019-02-28 14:59:16+00:00,0.885,0.595,7,-5.487,1,0.286,0.656,4.42e-06,0.105,0.754,148.034,183760,4
spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator",See You Again (feat. Kali Uchis),79,2017-07-21,2019-02-28 14:59:19+00:00,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
spotify:track:4A9kfyUC2ORAVitZBymmZO,Lady Leshurr,Juice,41,2017-04-27,2019-02-28 14:59:23+00:00,0.883,0.741,1,-5.825,1,0.236,0.0479,0.000885,0.0625,0.647,105.018,222013,4
spotify:track:2EXs1vunQoeMjDWcFUgTap,Duckwrth,RAREPANTHER+BEACHHOUSE,35,2016-08-21,2019-02-28 14:59:26+00:00,0.618,0.781,1,-5.436,1,0.317,0.624,0.0,0.249,0.716,109.975,307632,4
spotify:track:43R6ZE3pEQfP5H0fnnpxAZ,Majid Jordan,OG Heartthrob,53,2017-10-27,2019-02-28 14:59:31+00:00,0.698,0.415,8,-10.451,1,0.0358,0.061,0.0,0.311,0.321,99.985,268693,4
spotify:track:1FunRKEGHk2OywxjdDa3xr,Boogie,Sunroof,52,2016-10-14,2019-02-28 14:59:34+00:00,0.698,0.671,5,-6.112,1,0.188,0.285,0.0,0.0913,0.534,113.944,237253,4
spotify:track:1DpKLgAO3PW1As6yst0eZz,Quentin Miller,Gold,35,2016-12-25,2019-02-28 14:59:38+00:00,0.869,0.875,7,-9.658,1,0.236,0.46,0.00315,0.568,0.589,149.956,171191,4
spotify:track:2fSzKr2j61NQNkeHRmL4On,ROMderful,Kiss And Tell,32,2016-12-24,2019-02-28 14:59:44+00:00,0.754,0.511,8,-6.538,1,0.147,0.0525,2.33e-06,0.0842,0.517,77.925,194030,4
spotify:track:10IlcFkOVgfTBbeFv6qQOo,Avelino,1 In a Million,41,2017-10-27,2019-02-28 14:59:51+00:00,0.826,0.753,1,-6.144,0,0.238,0.258,1.06e-05,0.107,0.605,115.643,241971,4
spotify:track:58hN976a0JDcwTK1id0rwM,Chip,Good For You,34,2017-08-11,2019-02-28 14:59:55+00:00,0.802,0.826,2,-5.916,0,0.0595,0.371,0.000937,0.283,0.877,109.965,193069,4
spotify:track:61oqzUM14vEnW5pV9f3qOc,Lou Phelps,Come Inside (Kaytranada Edit),41,2018-08-31,2019-02-28 15:00:00+00:00,0.673,0.663,5,-7.159,0,0.363,0.0776,0.0,0.186,0.373,107.79,266599,4
spotify:track:5iUQMwxUPdJBFeGkePtM66,Mac Miller,Dang! (feat. Anderson .Paak),75,2016-09-16,2019-02-28 15:06:50+00:00,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4
spotify:track:1WfMi7xvOti8F4dSf7atd9,Whethan,Radar (feat. HONNE),61,2018-11-09,2019-02-28 18:20:32+00:00,0.734,0.724,7,-6.935,0,0.165,0.0387,0.000772,0.303,0.501,101.967,203427,4
spotify:track:2TU0upOm2NCOS7yBY6rOfK,Lou Phelps,What Time Is It? (feat. Innanet James),32,2017-04-28,2019-03-01 13:11:29+00:00,0.845,0.585,1,-6.794,0,0.289,0.00683,0.0,0.365,0.548,107.001,224416,4
spotify:track:3VeuvRWfJLSOzeVPrgi5MR,Ari Lennox,Night Drive,62,2016-10-21,2019-03-01 13:43:44+00:00,0.816,0.433,6,-6.372,1,0.177,0.0717,1.42e-05,0.12,0.713,129.852,150133,4
spotify:track:7ID6XJvhkORUD8usrZeY3M,Lupe Fiasco,Wild Child (feat. Jake Torrey),45,2017-02-10,2019-03-20 18:06:02+00:00,0.827,0.749,9,-4.464,1,0.0487,0.0693,0.0,0.105,0.777,121.036,208379,4
spotify:track:6om8S0igH5jbMpPY8ja8Jj,Lupe Fiasco,Pick up the Phone,36,2017-02-10,2019-03-20 18:15:12+00:00,0.701,0.621,8,-6.977,1,0.15,0.135,0.0,0.0817,0.575,91.016,279646,4
spotify:track:11gXs1fmRhR5Q6PxD3Lhr4,Masego,Girls That Dance,56,2016-04-05,2019-03-20 18:35:45+00:00,0.72,0.705,1,-7.686,1,0.436,0.0694,0.0,0.118,0.473,109.649,205680,4
spotify:track:3p609TLgKDG015XgHD4vFp,Ugly Duckling,A Little Samba,28,2000-01-28,2019-03-22 15:51:38+00:00,0.773,0.728,9,-5.364,1,0.373,0.0617,0.0,0.281,0.642,205.66,200827,4
